Signal Match,Name,Designation,Company,Role Hiring For,Source Platform,Job Post URL,LinkedIn Profile URL
High,Srinivas Vemuri,COO & SVP Cloud Solutions Forsys Inc,Forsys Inc.,Partner Sales Manager,Dice,https://www.dice.com/jobs?q=Partner%20Sales%20Manager&employer=Forsys%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAEGxrMBEfBx46bgTsg1ytD0uIw2fgrx624
High,Chandra Sadanala,CTO Forsys Inc,Forsys Inc.,Partner Sales Manager,Dice,https://www.dice.com/jobs?q=Partner%20Sales%20Manager&employer=Forsys%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAFn7IwBrHCBsiYL0ArhkGJmnTgRYToxk2c
High,Nixon James,Managing Director Forsys Inc,Forsys Inc.,Partner Sales Manager,Dice,https://www.dice.com/jobs?q=Partner%20Sales%20Manager&employer=Forsys%20Inc.,https://www.linkedin.com/sales/lead/ACwAADk-c88BweJ5gOl8gtyUuIDbK-TP5d4Jo0Q
High,Prasath Senthilkumar,"Results-driven US IT Recruiter specializing in sourcing, screening, and placing top IT talent across domains such as software development etc. Skilled in working with W2, C2C, and 1099 roles, with a strong understanding of US visa types, ensuring compliance and smooth hiring processes. 

Proficient in advanced sourcing techniques like Boolean search, job portals, and LinkedIn Recruiter to build high-quality talent pipelines. Known for strong communication, relationship-building, and delivering the right talent to meet client needs in fast-paced environments, while creating a positive experience for candidates throughout the hiring journey. Accede LLC",Accede LLC,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Accede%20LLC,https://www.linkedin.com/sales/lead/ACwAAFAj0hUBYjBCMn8rsV0wEsxCRwUNxY7NPnY
High,Harini Siva,Senior Business Development Specialist Accede LLC,Accede LLC,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Accede%20LLC,https://www.linkedin.com/sales/lead/ACwAAD5CX04BiePfnwO2IZCYoAdYth88p6JgQsE
High,R Barath,Senior Business Development Executive Accede LLC,Accede LLC,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Accede%20LLC,https://www.linkedin.com/sales/lead/ACwAAFm4XHYBVDoulvUyM7q-uP5MOYr3Dhlhy10
High,Maya Christina,Senior Technical Recruiter Accede LLC,Accede LLC,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Accede%20LLC,https://www.linkedin.com/sales/lead/ACwAABl2IKMBWIpv6wgwXzietph_RKzbb7eXZ_A
High,Milton George,Senior Technical Recruiter Accede LLC,Accede LLC,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Accede%20LLC,https://www.linkedin.com/sales/lead/ACwAADT3uYAB_JJaOTXjVLYZaFzQinBpwYPtiKQ
High,Steve Brunner,"CEO, President,Board Manager Constellation Energy Partners",Constellation Energy,"Principal Technical Sales Manager, CES",Dice,https://www.dice.com/jobs?q=Principal%20Technical%20Sales%20Manager%2C%20CES&employer=Constellation%20Energy,https://www.linkedin.com/sales/lead/ACwAAAKarKkBnSI_Ev8IzuIxLz-dymRE6puRC8I
High,Carolyn George,"Executive Assistant to CFO, General Counsel Sanchez Production Partners LLC",Constellation Energy,"Principal Technical Sales Manager, CES",Dice,https://www.dice.com/jobs?q=Principal%20Technical%20Sales%20Manager%2C%20CES&employer=Constellation%20Energy,https://www.linkedin.com/sales/lead/ACwAAANLS4AB2FYUPLtTkwEVHEQ8Bl-U9OC8MT4
High,Carita Peltonen,Senior Technical Manager Constellation Energy Partners LLC - former employees,Constellation Energy,"Principal Technical Sales Manager, CES",Dice,https://www.dice.com/jobs?q=Principal%20Technical%20Sales%20Manager%2C%20CES&employer=Constellation%20Energy,https://www.linkedin.com/sales/lead/ACwAAB9ha-wBlvyp_DEyeT_8zQvoDWj_YCeVrB4
High,Alex Gentry,Retail Operations - Senior Analyst Constellation Energy Partners LLC,Constellation Energy,"Principal Technical Sales Manager, CES",Dice,https://www.dice.com/jobs?q=Principal%20Technical%20Sales%20Manager%2C%20CES&employer=Constellation%20Energy,https://www.linkedin.com/sales/lead/ACwAAADb3C0Bj9nK4KCIt8uOyKUKbokLB1xpnHg
High,Kevin Daily,Senior IT Project Manager Constellation Energy Partners LLC,Constellation Energy,"Principal Technical Sales Manager, CES",Dice,https://www.dice.com/jobs?q=Principal%20Technical%20Sales%20Manager%2C%20CES&employer=Constellation%20Energy,https://www.linkedin.com/sales/lead/ACwAACDNGFkB1QR95QhHlYpntNgR6FCVVSYB-KM
High,Meenu Giri,President IT-SCIENT,IT-SCIENT,Sales Manager (REMOTE),Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(REMOTE)&employer=IT-SCIENT,https://www.linkedin.com/sales/lead/ACwAAAGbiQ8Bs6ygAmB1lGTdlsxWAZz16ja7e_A
High,Satish Kumar,Senior HR Manager – Operations  IT-SCIENT,IT-SCIENT,Sales Manager (REMOTE),Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(REMOTE)&employer=IT-SCIENT,https://www.linkedin.com/sales/lead/ACwAAA9AxYgBhKlD8A0c7eO4k7OOGfjBzaCrRHs
High,Kadiri Venkatesh,Senior Data Engineer IT-SCIENT,IT-SCIENT,Sales Manager (REMOTE),Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(REMOTE)&employer=IT-SCIENT,https://www.linkedin.com/sales/lead/ACwAAEFefSMB_sEHnvLBn_x1EKWPBwdwQrE-uOA
High,Gourav Kumar,Senior Technical Recruiter IT-SCIENT,IT-SCIENT,Sales Manager (REMOTE),Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(REMOTE)&employer=IT-SCIENT,https://www.linkedin.com/sales/lead/ACwAAAnnCDIBd_p-MyystHliBM_vh5NnL2vgZbU
High,SEEMA SAHU,Team Lead Manager ITSCIENT,IT-SCIENT,Sales Manager (REMOTE),Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(REMOTE)&employer=IT-SCIENT,https://www.linkedin.com/sales/lead/ACwAAAPD4bAB4nQv0UXsXdWvMtrFN006eWAXuwE
High,Brian Waller,Chief Executive Officer & Co-Founder Vaco by Highspring,Vaco by Highspring,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Vaco%20by%20Highspring,https://www.linkedin.com/sales/lead/ACwAAADfBeUBhvbIhEWfKpqzOeJphsgNrUCH7U8
High,"Sarah Cacciabaudo, CPA","Senior Director, Accounting and Finance Talent Solutions Vaco by Highspring",Vaco by Highspring,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Vaco%20by%20Highspring,https://www.linkedin.com/sales/lead/ACwAABIoyUkBnLb7899IiaolQ5slJcT-1QcUQDc
High,Bob Burditt,Managing Director Vaco by Highspring,Vaco by Highspring,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Vaco%20by%20Highspring,https://www.linkedin.com/sales/lead/ACwAAAHV-gIBFMRsZMo82ifGEAkTOwdcqysy-Z8
High,"Alex Kernus, CPA (Inactive)",Managing Director Vaco by Highspring,Vaco by Highspring,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Vaco%20by%20Highspring,https://www.linkedin.com/sales/lead/ACwAAAfWjOEB_GGOSG8fEZwKKQXSS1Sf97Scmf0
High,Matt Greco,Managing Director Vaco by Highspring,Vaco by Highspring,Regional Sales Manager,Dice,https://www.dice.com/jobs?q=Regional%20Sales%20Manager&employer=Vaco%20by%20Highspring,https://www.linkedin.com/sales/lead/ACwAABINchMBPbK3sA4r5Ynsu-Ex7yYG0_fBqGw
High,Vikas (Vic) Joshi,"Co-Founder and Managing Partner Cleo Consulting, Inc.",Cleo Consulting Inc.,"Sales Manager, North Americas",Dice,https://www.dice.com/jobs?q=Sales%20Manager%2C%20North%20Americas&employer=Cleo%20Consulting%20Inc.,https://www.linkedin.com/sales/lead/ACwAAABoosgBFKA127OnfYrrY5_4O7LOWXuWS-Y
High,Smita P.,"Senior Technical Recruiter Cleo Consulting, Inc.",Cleo Consulting Inc.,"Sales Manager, North Americas",Dice,https://www.dice.com/jobs?q=Sales%20Manager%2C%20North%20Americas&employer=Cleo%20Consulting%20Inc.,https://www.linkedin.com/sales/lead/ACwAAChukxwB0GzsI3gclkcXBxjcHjkSMwLNFPc
High,Sachin Gaikwad,"Senior Talent Acquisition Consultant Cleo Consulting, Inc.",Cleo Consulting Inc.,"Sales Manager, North Americas",Dice,https://www.dice.com/jobs?q=Sales%20Manager%2C%20North%20Americas&employer=Cleo%20Consulting%20Inc.,https://www.linkedin.com/sales/lead/ACwAABZjsC0BntGbgfvVDAo_FQc3hriIDUzgloM
High,Charanjit (Chris) S.,"Senior Technical Recruiter Cleo Consulting, Inc.",Cleo Consulting Inc.,"Sales Manager, North Americas",Dice,https://www.dice.com/jobs?q=Sales%20Manager%2C%20North%20Americas&employer=Cleo%20Consulting%20Inc.,https://www.linkedin.com/sales/lead/ACwAABB6IRwBclWZX5OhwaKsROe3tJcAHwWFvvg
High,Maninder Singh,"Senior Recruiter Cleo Consulting, Inc.",Cleo Consulting Inc.,"Sales Manager, North Americas",Dice,https://www.dice.com/jobs?q=Sales%20Manager%2C%20North%20Americas&employer=Cleo%20Consulting%20Inc.,https://www.linkedin.com/sales/lead/ACwAABWvynMBMK8il9wlVU4UQuI57yXesCVu-1g
High,Prakash Balebail,"Founder and CEO Estuate, Inc.",Estuate Inc.,Sales Manager / Account manager Lead,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20%2F%20Account%20manager%20Lead&employer=Estuate%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAdeSMBpEBpZUaDuksOBfkYIITPXjqhczA
High,Nagaraja Kini,"Co-Founder, CFO Estuate Inc",Estuate Inc.,Sales Manager / Account manager Lead,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20%2F%20Account%20manager%20Lead&employer=Estuate%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAc9rUBg_eR765vU42xWWPsUrJgTsZLItw
High,Brad Rickman,"Chief Revenue Officer (CRO) Estuate, Inc.",Estuate Inc.,Sales Manager / Account manager Lead,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20%2F%20Account%20manager%20Lead&employer=Estuate%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAEzksIB8mFd1xhu6bKEKRSPRSmhzXn6V3Y
High,Marc Hebert,"Chief Operating Officer Estuate, Inc.",Estuate Inc.,Sales Manager / Account manager Lead,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20%2F%20Account%20manager%20Lead&employer=Estuate%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAA6JABFAgt2UEEsTDVpSkwwsIED2x3NXg
High,Sonia Choudhary,"Director, Customer Success Estuate, Inc.",Estuate Inc.,Sales Manager / Account manager Lead,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20%2F%20Account%20manager%20Lead&employer=Estuate%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAFKDyMBVs6uhVJzZW0gEJgSnhEbuYyGjPA
High,Nitin Khanna,CEO Maxonic,"Maxonic, Inc.",Sales Program Manager,Dice,https://www.dice.com/jobs?q=Sales%20Program%20Manager&employer=Maxonic%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAEAwsB41PZaxMmC9TJIhZzNDjJtTUlIJQ
High,Anil Kumar,"Experienced Team lead and talent acquisition professional with a robust background in full life cycle recruiting. As a team leader, excels both individually and collaboratively, continuously enhancing skills and knowledge in the recruiting field. Proven track record in working closely with clients to fill positions, develop effective sourcing strategies, and execute precise Boolean searches across platforms such as Monster, CareerBuilder, Dice, Indeed, LinkedIn, and ZipRecruiter. Demonstrates strong expertise in pre-screening candidates for technical and non-technical roles, assessing soft skills, coordinating interviews, and conducting new hire orientations. Adept at driving team performance and ensuring successful talent acquisition outcomes.

Feel free to add me to your network. Happy to connect. Maxonic, Inc.","Maxonic, Inc.",Sales Program Manager,Dice,https://www.dice.com/jobs?q=Sales%20Program%20Manager&employer=Maxonic%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAASbdLABneHbedzKKoJ-gQZL86CX3RLmsV0
High,Paduka Padhy,Director Maxonic,"Maxonic, Inc.",Sales Program Manager,Dice,https://www.dice.com/jobs?q=Sales%20Program%20Manager&employer=Maxonic%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAUSLywBCxc7ZAc8Mw2n5qRfvV9RqRSJKQM
High,Meenal Bagora,VP Strategic Accounts Maxonic,"Maxonic, Inc.",Sales Program Manager,Dice,https://www.dice.com/jobs?q=Sales%20Program%20Manager&employer=Maxonic%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAVNnwBQ87KFfljKIdiS4zXErwLiN5ZnU0
High,Sahil Masih,Senior Business Development Manager Maxonic Inc.,"Maxonic, Inc.",Sales Program Manager,Dice,https://www.dice.com/jobs?q=Sales%20Program%20Manager&employer=Maxonic%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAF1P-kABcnZY53vjJ5Vcwb9TDFtlPvzYvLg
High,Puneet Shivam,"CEO and Cofounder Right Skale, Inc.","Right Skale, Inc.",Sales Manager AI Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20AI%20Solutions&employer=Right%20Skale%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAoPMcBLZ-aUabsnXp0H41LcFOymJwfioQ
High,Amit Shah,"Founder & President Right Skale, Inc.","Right Skale, Inc.",Sales Manager AI Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20AI%20Solutions&employer=Right%20Skale%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAdcW8BqI4eErJalRfIpA2nmmtVR5mV-DY
High,Amit S,Head of Business Strategy Shoney Scientific,"Right Skale, Inc.",Sales Manager AI Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20AI%20Solutions&employer=Right%20Skale%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAADXx_J4B7hFvzGJUd_wsJNMo0YXS-1w02xA
High,Mahammad Iqbal Shaik,"Senior AI Engineer Right Skale, Inc.","Right Skale, Inc.",Sales Manager AI Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20AI%20Solutions&employer=Right%20Skale%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAB6lOdcBAsXCxC8bQ5ximXnI6tHNgrBrxfg
High,Vinayak Minde,"Senior Pre -Sales Consultant (Data, AI & Cloud Services) Right Skale, Inc.","Right Skale, Inc.",Sales Manager AI Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20AI%20Solutions&employer=Right%20Skale%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAACyJJa0BIXODRMHupiUPCsZ6pw6zqozNqqY
High,"Dr. Pankaj Mital, PhD, MBA, PMP",Group Chairman and CEO  Business Needs Inc.,Business Needs Inc.,Business Development Manager/Branch Sales Manager,Dice,https://www.dice.com/jobs?q=Business%20Development%20Manager%2FBranch%20Sales%20Manager&employer=Business%20Needs%20Inc.,https://www.linkedin.com/sales/lead/ACwAAABY2nEBSaqn_vdPKC-abk08OhG78IKBSQs
High,Vinayak M.,Vice President Operations Business Needs Inc.,Business Needs Inc.,Business Development Manager/Branch Sales Manager,Dice,https://www.dice.com/jobs?q=Business%20Development%20Manager%2FBranch%20Sales%20Manager&employer=Business%20Needs%20Inc.,https://www.linkedin.com/sales/lead/ACwAADI2VBEBcoeBwItqAIbzFziLVsqnI0o_2_8
High,Kashish Khurana,Senior Technical Recruiter Business Needs Inc.,Business Needs Inc.,Business Development Manager/Branch Sales Manager,Dice,https://www.dice.com/jobs?q=Business%20Development%20Manager%2FBranch%20Sales%20Manager&employer=Business%20Needs%20Inc.,https://www.linkedin.com/sales/lead/ACwAADscrdUB2j8N49piRsnGnAOIKFPpzraGdXU
High,Mohit S.,Senior Technical Recruiter Contract Business Needs Inc.,Business Needs Inc.,Business Development Manager/Branch Sales Manager,Dice,https://www.dice.com/jobs?q=Business%20Development%20Manager%2FBranch%20Sales%20Manager&employer=Business%20Needs%20Inc.,https://www.linkedin.com/sales/lead/ACwAACf6VF0BWWCEB1HtMFxt06zIDML40kqZnMI
High,Karan Kumar,Senior Recruiter Business Needs Inc.,Business Needs Inc.,Business Development Manager/Branch Sales Manager,Dice,https://www.dice.com/jobs?q=Business%20Development%20Manager%2FBranch%20Sales%20Manager&employer=Business%20Needs%20Inc.,https://www.linkedin.com/sales/lead/ACwAAC9ykpsBmvZiW9j-0BPqCq8EPo94og8vJjc
High,Nitesh Bansal,Chief Executive Officer - R Systems (A Blackstone Portfolio Company) R Systems,"R Systems, Inc.",Sales Manager (IT Services) - Remote Position,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(IT%20Services)%20-%20Remote%20Position&employer=R%20Systems%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAev-gBYvnoA8UdoSYDkmo8B6tNALWYCOk
High,Raluca Rusu,CEO @ R Systems Europe (A Blackstone Portfolio Company) R Systems,"R Systems, Inc.",Sales Manager (IT Services) - Remote Position,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(IT%20Services)%20-%20Remote%20Position&employer=R%20Systems%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAA3BjkB36IkJETKHoGXfHaO9crJ9asci4Q
High,Sanjay Sahay,Chief Marketing Officer R Systems,"R Systems, Inc.",Sales Manager (IT Services) - Remote Position,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(IT%20Services)%20-%20Remote%20Position&employer=R%20Systems%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAEbm4BUfqEvO4WtCBGUIAcZZ_WmfLw4N4
High,Srikara Rao,Chief Technology Officer R Systems,"R Systems, Inc.",Sales Manager (IT Services) - Remote Position,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(IT%20Services)%20-%20Remote%20Position&employer=R%20Systems%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAGFmUIBqzwU_ABmoBsQfPv3sEIALwx0J2Y
High,Mandeep Sodhi,Chief Operating Officer R Systems,"R Systems, Inc.",Sales Manager (IT Services) - Remote Position,Dice,https://www.dice.com/jobs?q=Sales%20Manager%20(IT%20Services)%20-%20Remote%20Position&employer=R%20Systems%2C%20Inc.,https://www.linkedin.com/sales/lead/ACwAAAAzfLQBmUN_8nzLZrRJOyBFDQJBKHE1WF8
High,Andrew Duncan,Chief Executive Officer Qualitest,QualiTest,Sales Director,Dice,https://www.dice.com/jobs?q=Sales%20Director&employer=QualiTest,https://www.linkedin.com/sales/lead/ACwAAAHLzoIBDIWn3kpAOy4mdCdRmpOhTNT8B10
High,Jonny Zylberman,Crown prince Qualitest,QualiTest,Sales Director,Dice,https://www.dice.com/jobs?q=Sales%20Director&employer=QualiTest,https://www.linkedin.com/sales/lead/ACwAAARMBxsBf3-jTTMSH64CT3YSue4LETNTzc4
High,Oscar Perez (OP),Chief Operating Officer Qualitest,QualiTest,Sales Director,Dice,https://www.dice.com/jobs?q=Sales%20Director&employer=QualiTest,https://www.linkedin.com/sales/lead/ACwAAAAN1BYB0389HRvjoTMxZbxJzbdWdnbzqKM
High,Vikul Gupta,Global Chief Technology Officer Qualitest,QualiTest,Sales Director,Dice,https://www.dice.com/jobs?q=Sales%20Director&employer=QualiTest,https://www.linkedin.com/sales/lead/ACwAAADU_AYBdha_jg-Tm2ESGoujHMvrhqAq7Ug
High,Aviram Shotten,"CTO, EMEA Qualitest",QualiTest,Sales Director,Dice,https://www.dice.com/jobs?q=Sales%20Director&employer=QualiTest,https://www.linkedin.com/sales/lead/ACwAAADewGMBw7y53mTe7Qypmi6o5p_6dChOe5I
High,Juan Manuel Alarcon Otero,Inspector de control de calidad MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,Michael Page International,Sales Director - Fiber Optic Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Director%20-%20Fiber%20Optic%20Solutions&employer=Michael%20Page%20International,https://www.linkedin.com/sales/lead/ACwAAEWIAioB8EcVLVSQ8ENd2dkJzNX0cnsOFDk
High,Krista Elzinga,Senior Payroll Specialist MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,Michael Page International,Sales Director - Fiber Optic Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Director%20-%20Fiber%20Optic%20Solutions&employer=Michael%20Page%20International,https://www.linkedin.com/sales/lead/ACwAAARmiwQBjE5f6nVfeBFyRVTNnzIKkuNSkRM
High,Jairo Andres Prieto Forero,Analista Financiero Senior MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,Michael Page International,Sales Director - Fiber Optic Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Director%20-%20Fiber%20Optic%20Solutions&employer=Michael%20Page%20International,https://www.linkedin.com/sales/lead/ACwAACiuaMwBzveIuFRIxOaW91UJGPXZhxEe0WQ
High,Sonu Sahota,AR SENIOR SPECIALIST MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,Michael Page International,Sales Director - Fiber Optic Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Director%20-%20Fiber%20Optic%20Solutions&employer=Michael%20Page%20International,https://www.linkedin.com/sales/lead/ACwAACTfeGkBQgwq_TbCwkbb99L2Vx4zaPnE9Og
High,Anchalee Junphungphrakiat,Office Manager MICHAEL PAGE INTERNATIONAL RECRUITMENT LIMITED,Michael Page International,Sales Director - Fiber Optic Solutions,Dice,https://www.dice.com/jobs?q=Sales%20Director%20-%20Fiber%20Optic%20Solutions&employer=Michael%20Page%20International,https://www.linkedin.com/sales/lead/ACwAABoYLKsB9IGU09n9uuozo30LSh34NqCMY5c
High,PG Pillai,"Chief Technology Officer InfoDyne Solutions, LLC",Infodyne Solutions,Sales Director with ecommerce platforms (VTEX/Broadleaf/Commerce tools /ATG/Broadleaf & others),Dice,https://www.dice.com/jobs?q=Sales%20Director%20with%20ecommerce%20platforms%20(VTEX%2FBroadleaf%2FCommerce%20tools%20%2FATG%2FBroadleaf%20%26%20others)&employer=Infodyne%20Solutions,https://www.linkedin.com/sales/lead/ACwAAAArH8sBaljfZdqPT_5_CK1uw67-VnXmtAQ
High,Shankar Indra Prasath,"Senior Talent Acquisition Specialist InfoDyne Solutions, LLC",Infodyne Solutions,Sales Director with ecommerce platforms (VTEX/Broadleaf/Commerce tools /ATG/Broadleaf & others),Dice,https://www.dice.com/jobs?q=Sales%20Director%20with%20ecommerce%20platforms%20(VTEX%2FBroadleaf%2FCommerce%20tools%20%2FATG%2FBroadleaf%20%26%20others)&employer=Infodyne%20Solutions,https://www.linkedin.com/sales/lead/ACwAACHWFCUB8c1pnA4KRuvHCjVpZPjsXOsiIcA
High,Sankar Subramanian,"Senior Software Engineer InfoDyne Solutions, LLC",Infodyne Solutions,Sales Director with ecommerce platforms (VTEX/Broadleaf/Commerce tools /ATG/Broadleaf & others),Dice,https://www.dice.com/jobs?q=Sales%20Director%20with%20ecommerce%20platforms%20(VTEX%2FBroadleaf%2FCommerce%20tools%20%2FATG%2FBroadleaf%20%26%20others)&employer=Infodyne%20Solutions,https://www.linkedin.com/sales/lead/ACwAABnrQ1kBDWOABIKvwvMM9YP3EYFAGaMCWQs
High,Raja Karuppiah,"UX/UI Design Manager InfoDyne Solutions, LLC",Infodyne Solutions,Sales Director with ecommerce platforms (VTEX/Broadleaf/Commerce tools /ATG/Broadleaf & others),Dice,https://www.dice.com/jobs?q=Sales%20Director%20with%20ecommerce%20platforms%20(VTEX%2FBroadleaf%2FCommerce%20tools%20%2FATG%2FBroadleaf%20%26%20others)&employer=Infodyne%20Solutions,https://www.linkedin.com/sales/lead/ACwAAAWx7VsBVW0N1OzfQcKz_eLBBjJDPMpU5dE
High,Kalaivani Gujiluva Devadoss,HR Manager Infodyne Solutions,Infodyne Solutions,Sales Director with ecommerce platforms (VTEX/Broadleaf/Commerce tools /ATG/Broadleaf & others),Dice,https://www.dice.com/jobs?q=Sales%20Director%20with%20ecommerce%20platforms%20(VTEX%2FBroadleaf%2FCommerce%20tools%20%2FATG%2FBroadleaf%20%26%20others)&employer=Infodyne%20Solutions,https://www.linkedin.com/sales/lead/ACwAAEglKhwBrfdvuaaETnSd5qP6gd6EUYor5zA
