Signal Match,Name,Designation,Company,Role Hiring For,Source Platform,Job Post URL,LinkedIn Profile URL
"High","James Hamilton","SVP & Distinguished Engineer Amazon","Amazon","Sr. Technical Program Manager, Amazon Cyber Threat Intelligence","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378070862","https://www.linkedin.com/sales/lead/ACwAAAAjFI0BttKJbhgo3KQSmyZSaRtL0HZCgJs"
"High","Frans Klaassen","SVP and General Manager, Audit & Assurance Wolters Kluwer","Wolters Kluwer","Product Marketing Manager- Manager, Packaging and Go-To-Market","Indeed","https://www.indeed.com/viewjob?jk=bae020124f8200df","https://www.linkedin.com/sales/lead/ACwAAAA4lwYBNUCdP_qi-J_f6pl8A13N9e74l4Q"
"High","Emmanuel Chiappini","VP, Growth & Marketing Stepful","Stepful","Go-To-Market Enablement Manager","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4334172608","https://www.linkedin.com/sales/lead/ACwAABoGe1IB0gNX7RPGXsk6KvLS6pgfGMQ-zN0"
"High","Andrew Rubino","VP Sales Effectiveness USAble Life","USAble Life","Go-To-Market Manager - Remote","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381485697","https://www.linkedin.com/sales/lead/ACwAAABLcRsB8JO9BNgP4VkTkuRU89mMQwsPjkU"
"High","Kishore Kalisipudi","VP Cloud Security Warner Bros. Discovery","Warner Bros. Discovery","Sr. Manager, Revenue Marketing, Sports Activation","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389935584","https://www.linkedin.com/sales/lead/ACwAAAEh_MMBDn1rto1bn_i354B-mPGoHausEe4"
"High","Kevin Rood","VP of Product PAR Technology","PAR Technology","Head of Demand Generation","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388970889","https://www.linkedin.com/sales/lead/ACwAAAR17JMBSfNaa1FtZWG1x4weY4f1ZhJWzmg"
"High","Chris Cho","VP of Transformation, Global Customer Care & Experience Equinix","Equinix","Senior Manager, Go-To-Market Strategy & Customer Insights","Indeed","https://www.indeed.com/viewjob?jk=3e8d67efee0199b2","https://www.linkedin.com/sales/lead/ACwAAAso_cgBvHu0s7TuC8AQCqn0tIPN1NL1c9Q"
"High","Dmitri T.","VP Controller TopView Group","TopView Sightseeing","Director of Revenue & Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=c51e4d2c41a96b9f","https://www.linkedin.com/sales/lead/ACwAAA_H9ucB_JTaeUm1zV5LLp6sivDgmmltAJs"
"High","Stephen Tang","VP/GM, Norfab-Amatex The Davlyn Group","Davlyn Group","Director of Sales Growth","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAADULqgBQYOnqF2Bu_T98yyP4AXXLDElHv4"
"High","Ashish Kumar","AVP | Enterprise Architecture | AI, Data & Digital Transformation Chetu, Inc.","Chetu","Director of Sales LATAM","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAElL6QB63PKnwQiVnUtzOzXvVE3U5kUtKs"
"High","Todd Watson","VP Sales Lantech Communications, Inc.","Lantech Communications","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAACQu1ABD8gzvTPs1AckJuR9c4RjEkNHMis"
"High","Nick Dellis","VP Revenue Mercury","Mercury","Head of Growth Marketing","Dice","https://www.dice.com/jobs?q=Head%20of%20Growth%20Marketing&employer=Mercury","https://www.linkedin.com/sales/lead/ACwAAAA8c5YBBUxmH0laiRVbJ0GN6a-m6DIyZyI"
"High","Chanel Joy Howard","Senior General Manager | Creative Producer Warner Bros. Discovery","Warner Bros. Discovery","Sr. Manager, Revenue Marketing, Sports Activation","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389935584","https://www.linkedin.com/sales/lead/ACwAABgWxpkBBuqB-Mol0OqnPrZp1QiWBTXD2RY"
"High","Kentaro Matsumoto","General Manager, HQ Business exploration and incubation  Sony Group","PlayStation Global","Change & Go-to-Market Manager, Digital Commerce","Indeed","https://www.indeed.com/viewjob?jk=5d277652222062b9","https://www.linkedin.com/sales/lead/ACwAAAps-aUBqM6KKwmF3BlEPp0-WGEhr1guOm0"
"High","Makoto Sasaki","General Manager, Head of Mobility Project, New Business & Technology Development Group Sony","PlayStation Global","Change & Go-to-Market Manager, Digital Commerce","Indeed","https://www.indeed.com/viewjob?jk=5d277652222062b9","https://www.linkedin.com/sales/lead/ACwAAAZ_zkkB9zq-MeSvL3eBIN0UyDiLwY5GgtQ"
"High","Richa Chhabra","Deputy General Manager Marketing Carrier HVAC","Carrier","APU Products Manager","Indeed","https://www.indeed.com/viewjob?jk=d15cf6add4112805","https://www.linkedin.com/sales/lead/ACwAAAy5IOMBFppd0b3-dSFM1FoJYQwtkTrmN84"
"High","Silvia K.","General Manager UTTR","UTTR","Revenue Operations Manager (Part-Time)","Indeed","https://www.indeed.com/viewjob?jk=50d7421d492d08fc","https://www.linkedin.com/sales/lead/ACwAAAcbKuEBDQASTk0PNCUQpU1jE37i92xKryo"
"High","Duane Stalnaker","General Manager Packaging Unlimited - Northern Kentucky","Hood Container","Account Executive - Corrugated Box Sales","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAA3TQX0BDAh4A_RyRIkf3xfCZ_Ln5sELPtE"
"High","Sherri Smith","General Manager Contract Packaging Packaging Unlimited","Hood Container","Account Executive - Corrugated Box Sales","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAACgh17oBDQlBvaWsD0hbYZmtfbovF51vfsI"
"High","Rob Murcek","Head of Engineering Stepful","Stepful","Go-To-Market Enablement Manager","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4334172608","https://www.linkedin.com/sales/lead/ACwAAAeYk_MBAigXq6kEngXxWkgWdl6GOkF4Jt0"
"High","Mai H.","Head of People Technology Plaid","Plaid","Sales Operations Associate, GTM Strategy & Operations","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378648618","https://www.linkedin.com/sales/lead/ACwAAAOaNigBee6YwbSbCHdJ84FsOjlnoGSJ0Xc"
"High","Peter Williams","Head of Sales, UK & Europe Plaid","Plaid","Sales Operations Associate, GTM Strategy & Operations","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378648618","https://www.linkedin.com/sales/lead/ACwAABtIw4UBDz7b_KSUE_G_VrkHDEvM_AzBp_A"
"High","Nicolas Robinson Andrade","Head of Global Affairs - Brazil OpenAI","OpenAI","AI Deployment Manager - Pilots - San Francisco","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4387086760","https://www.linkedin.com/sales/lead/ACwAAAZg7J4BElI-AUapajHanp5Ea5NTVCyaoww"
"High","Chris Heske","Head of Platform Engineering brightwheel","brightwheel","Go-to-Market Finance & Strategy Senior Manager","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4376464233","https://www.linkedin.com/sales/lead/ACwAAAFvTP0Bn8FYaYPT5GLnhNzh9NAkmJIOhRI"
"High","Jonathan Poon","Head of Threat and Vulnerability Management Zoom","Zoom","Contact Center Account Executive","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389444393","https://www.linkedin.com/sales/lead/ACwAAAA-CWIBYq_gphZ3G4du1RngiKUyRvIo-XI"
"High","Brandon Knight","Global Head of ZCX Technology Evangelism Zoom","Zoom","Contact Center Account Executive","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389444393","https://www.linkedin.com/sales/lead/ACwAAAGs7u8BhnhmgggTplEbe7LFreiR00p-VNU"
"High","Cheri Hulse","Head of Market Insights and Analyst Relations Zoom","Zoom","Contact Center Account Executive","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389444393","https://www.linkedin.com/sales/lead/ACwAAABehScBIb15tFwtKY8tZgFQv7R5OLq3B30"
"High","Benjamin Lang • OLY","Head of EMEA Partner Expansion Shopify","Shopify","Lead Marketer, Shop Lifecycle Marketing (Americas)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385622568","https://www.linkedin.com/sales/lead/ACwAAAQ5aPkBQIcvaeImDXNb7Z48WXwNfuAVFho"
"High","Hartmut Koenig","Head of Solutions Consulting Adobe","Adobe","Go-to-Market (GTM) Manager - Corporate B2B, Business Professional","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4359827481","https://www.linkedin.com/sales/lead/ACwAAAC4jukBXduQIGtFj-6Fhzzr_HmW9lh9-9s"
"High","Aditya Kumar Varshney","Head of Premium Customer Success - Adobe SEA (Ultimate Success) Adobe","Adobe","Go-to-Market (GTM) Manager - Corporate B2B, Business Professional","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4359827481","https://www.linkedin.com/sales/lead/ACwAAAjr49sBxL9c40HRRUawFzlONk2S4uVGHxI"
"High","Natalie Myshkina","Global Head of AI Product Category & Customer Zero, Digital Media Adobe","Adobe","Go-to-Market (GTM) Manager - Corporate B2B, Business Professional","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4359827481","https://www.linkedin.com/sales/lead/ACwAAAAlAPkBoBtd_Rsf-VVlIAxHHYjQy77syp0"
"High","Benjamin Chan","Head of NVIDIA Startup Inception Program - Asia Pacific (SEA/ANZ/TW/KR/JP) NVIDIA","NVIDIA","Go-To-Market Program Manager, Healthcare and Life Sciences","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385301116","https://www.linkedin.com/sales/lead/ACwAAApHspMBXFMa4tUD-oqZ16etdrUBVNkzBPE"
"High","Philip Milton","Head of GenAI Security engineering,Threat, Privacy and Vulnerability detection Amazon","Amazon","Sr. Technical Program Manager, Amazon Cyber Threat Intelligence","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378070862","https://www.linkedin.com/sales/lead/ACwAAACnWUQB1zn2Q65fjf-aK-lOTJlfizbdfh4"
"High","Brian Lawler","Sr. Manager Hardlines: Ads - Head of Home | Kitchen | Sporting Goods Amazon","Amazon","Sr. Technical Program Manager, Amazon Cyber Threat Intelligence","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378070862","https://www.linkedin.com/sales/lead/ACwAAAAiSNgB0IIWFX503_beB70Uk79MtNiW-LQ"
"High","Carlos Avila Rosas","Head of Supply Chain Birdman","Birdman","Head of Brand Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388590394","https://www.linkedin.com/sales/lead/ACwAACQVifgBiJ11leJZXCeO8ydZIZw5Gv1JV-M"
"High","Jennifer Li","Head Of Marketing TopView Group","TopView Sightseeing","Director of Revenue & Performance Marketing","Indeed","https://www.indeed.com/viewjob?jk=c51e4d2c41a96b9f","https://www.linkedin.com/sales/lead/ACwAABdZLqgBVrMzG_3GLpqbCnOHKEezlj3PXSk"
"High","Hope Montag","Head of Growth Exit Technologies, Inc. an INC 5000 Company","Exit Technologies, Inc.","Revenue Operations & Growth Systems Lead","Indeed","https://www.indeed.com/viewjob?jk=a76a9b8d896c9f81","https://www.linkedin.com/sales/lead/ACwAABhb374B7JO2T6gqZauXSp_ztQ6gBKnxetY"
"High","Stephen F.","Head of Sales Serif.ai","Serif.ai","Head of Growth","Indeed","https://www.indeed.com/viewjob?jk=d63527f415c35ac8","https://www.linkedin.com/sales/lead/ACwAAARFSX8B7opvZ5rrBF0dsFMXzL5sWs9Wz-g"
"High","Maria Parshenkova","Head of Fractional Marketing UTTR","UTTR","Revenue Operations Manager (Part-Time)","Indeed","https://www.indeed.com/viewjob?jk=50d7421d492d08fc","https://www.linkedin.com/sales/lead/ACwAAA9cFoUBa6Ga90YesdofbqtCb5sioyCE7Eo"
"High","Claus Piessenberger","Head of IT Procurement, Vendor and Compliance Management Danfoss","Danfoss","Manager, Digital & Lifecycle Business Sales, North America","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAA3DLsBqf_gkeSO2IioqTM5MQ2pOqtkFFU"
"High","Peter Schmidt","Head of Design and User Experience OTTO Engineering, Inc.","OTTO Engineering","Director of Sales - Communications","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAABPAgABS6JwE_88sO_cfrzam8s6zUG_wb8"
"High","Romain Sartiaux, M Sc","Head of Engineering services Airbus Aircraft","Airbus","Head of Growth & Marketing","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAIdzRgBjzT_dk9HoFfQBabMMGXWlvyUpcA"
"High","Daniel Holland CEng MSc MRAeS","Head of Innovation Space and Manufacturing Engineering Strategy Airbus Aircraft","Airbus","Head of Growth & Marketing","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAyYkugBm7wiagD0S14kaMyzwqRWk8BT66A"
"High","Tim Finn","Senior Financial Analyst III LaCrosse Footwear Incorporated","LaCrosse Footwear Incorporated","Sr. Manager Community & Creator Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389912990","https://www.linkedin.com/sales/lead/ACwAAAP4BLMBt7zcT8LdjXCWhFaZHO9hZaRUios"
"High","Erin Shay","Senior Manager Performance Marketing LaCrosse Footwear Incorporated","LaCrosse Footwear Incorporated","Sr. Manager Community & Creator Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389912990","https://www.linkedin.com/sales/lead/ACwAAAxQLCEBF-hflRtjfKifPVoTuiI0IM2VkIw"
"High","Aaron Edmonds","Senior Software Engineering Manager LaCrosse Footwear Incorporated","LaCrosse Footwear Incorporated","Sr. Manager Community & Creator Marketing","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389912990","https://www.linkedin.com/sales/lead/ACwAAAVziVkBOxDIY_fTycVFyjKke8khWe-eptY"
"High","Rico Curry","Senior Sourcer Plaid","Plaid","Sales Operations Associate, GTM Strategy & Operations","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4378648618","https://www.linkedin.com/sales/lead/ACwAAAiQsyUBAnMiQozP6428UmvwOMo3tRAXxNk"
"High","Matt O'Donnell","Senior Video Editor OpenAI","OpenAI","AI Deployment Manager - Pilots - San Francisco","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4387086760","https://www.linkedin.com/sales/lead/ACwAAAGke8YBpY_IP28ExiILG3v_8i-5NiTe9-g"
"High","Charles Lyle","Senior Marketing Manager Shimano North America Holding, Inc.","Shimano North America Holding, Inc.","Go-To-Market Manager - Fish","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4387529315","https://www.linkedin.com/sales/lead/ACwAAAEcDZ0B-hBWPz8p7R6HWJtYqrKymwcGLt8"
"High","Michael Davis","Senior Information Technology Manager Shimano North America Holding, Inc.","Shimano North America Holding, Inc.","Go-To-Market Manager - Fish","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4387529315","https://www.linkedin.com/sales/lead/ACwAAD_5KcYBn_h86o-zSZ01OpnUD4GFBsxKgik"
"High","Cyriac Zeh","Sr. Product Designer Anthropic","Anthropic","Enterprise Account Executive, Federal Partners Sales","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388597024","https://www.linkedin.com/sales/lead/ACwAABZdAggBm2gX4M5EtzKobpJeSysj-isP7bE"
"High","Mitch Baldwin","Sr. Manager, eCommerce Strategist Luminize","Luminize","Senior Content Manager","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4377014773","https://www.linkedin.com/sales/lead/ACwAAAya4VEBblZs2g5OgrjL_6aDvE1eMLtdo-0"
"High","Kateryna Koval","Senior Тесhniсal Rесruіter Warner Bros. Discovery","Warner Bros. Discovery","Sr. Manager, Revenue Marketing, Sports Activation","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389935584","https://www.linkedin.com/sales/lead/ACwAAAezoucBqaF9UXUqhJQHNKqUVw0Ni6Fjk-w"
"High","Daniel Nicholson","Senior Account Executive Zoom","Zoom","Contact Center Account Executive","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389444393","https://www.linkedin.com/sales/lead/ACwAAAGGpAEBZiRPwM-XqEn9bLwuFDzV3ciR2aI"
"High","Steven Robyn","Senior Account Executive Shopify","Shopify","Lead Marketer, Shop Lifecycle Marketing (Americas)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385622568","https://www.linkedin.com/sales/lead/ACwAABDOJzIBF4td0lkMY4pSp5xN2z3Y7z3_qu4"
"High","Christopher John Schmidt","Senior Account Executive Shopify","Shopify","Lead Marketer, Shop Lifecycle Marketing (Americas)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385622568","https://www.linkedin.com/sales/lead/ACwAADDN4swBmXQQPbnUu9pg7DgLkONy-4fZDs4"
"High","Jacob Gebrewold","Senior Sales Consultant Gebrewold Sales Consulting","Shopify","Lead Marketer, Shop Lifecycle Marketing (Americas)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385622568","https://www.linkedin.com/sales/lead/ACwAABcSOdgBWT1P6zhQo6uG8IFzpeq_YpvRT3s"
"High","Travis Carroll","Senior Manager - Security Platform Engineering NVIDIA","NVIDIA","Go-To-Market Program Manager, Healthcare and Life Sciences","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385301116","https://www.linkedin.com/sales/lead/ACwAAAy39QUBaiJ_0Ko4NBD3CWJc7hGkrNqD1jQ"
"High","Joseph-Kiet A. N.","Sr. System Software Engineering - Data Center (AI) Products NVIDIA","NVIDIA","Go-To-Market Program Manager, Healthcare and Life Sciences","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385301116","https://www.linkedin.com/sales/lead/ACwAAAAUq9EBg7DfbM5pRfugBlHS_qbUmoxz6UE"
"High","Alex Tsiolas","Senior Portfolio Manager - Fire - EMEAI Sherwin-Williams","Sherwin-Williams","HPF Market Segment Manager, A&D","Indeed","https://www.indeed.com/viewjob?jk=2dd784445a1faadd","https://www.linkedin.com/sales/lead/ACwAAASOqysBftuLQf2-c7hEQA9l3HbHG1NsR5A"
"High","Paul Reid","EMEA Data Centers Senior Sales Manager Carrier HVAC","Carrier","APU Products Manager","Indeed","https://www.indeed.com/viewjob?jk=d15cf6add4112805","https://www.linkedin.com/sales/lead/ACwAABbawhgBjejCFBvUXboXePXKSC8KAlVUycg"
"High","Harshana Maduranga","Senior Maintenance Engineer BB Social  Dining","Habibi's Lounge","Head of Experience & Growth","Indeed","https://www.indeed.com/viewjob?jk=5ef065efd7263944","https://www.linkedin.com/sales/lead/ACwAAA5pNAkBPSomEF_npX3Pi5Q4aDuYr1RYkuM"
"High","Hana Abera","Senior Hostess BB Social  Dining","Habibi's Lounge","Head of Experience & Growth","Indeed","https://www.indeed.com/viewjob?jk=5ef065efd7263944","https://www.linkedin.com/sales/lead/ACwAADW5JrMBo-0FS8WuppjW1izNhfEcG2lxf3o"
"High","Nina Gomeche","Senior Account Manager Multiply","Multiply","Head of Growth (San Francisco)","Indeed","https://www.indeed.com/viewjob?jk=da16741fc0ccc0aa","https://www.linkedin.com/sales/lead/ACwAACHUX1wBH5YsOeYOFmX1XrFWbdTZ4aIhxk8"
"High","Claire McCreath","Senior Account Manager Multiply","Multiply","Head of Growth (San Francisco)","Indeed","https://www.indeed.com/viewjob?jk=da16741fc0ccc0aa","https://www.linkedin.com/sales/lead/ACwAAA_wvKIBFncULKZyut7S8gu7QPQuE18dkPw"
"High","Fiona Leonard","Senior Account Manager Multiply","Multiply","Head of Growth (San Francisco)","Indeed","https://www.indeed.com/viewjob?jk=da16741fc0ccc0aa","https://www.linkedin.com/sales/lead/ACwAABiYIj4Bea1nSLD74LuaHa0tNypuiQVFKNs"
"High","Andy Cindrich💡","Senior Consultant FranklinCovey","FranklinCovey","Revenue Operations & Customer Growth Manager","Indeed","https://www.indeed.com/viewjob?jk=1732d3f9db030378","https://www.linkedin.com/sales/lead/ACwAAAAEIyUBbD-Rb1YsrUPdUQ-LTLzsrjD_d4U"
"High","Ian B.","Senior Performance Marketing Manager UTTR","UTTR","Revenue Operations Manager (Part-Time)","Indeed","https://www.indeed.com/viewjob?jk=50d7421d492d08fc","https://www.linkedin.com/sales/lead/ACwAACJ1XmABEvkOw_iAJUq77_iB_eBMGJKgJrs"
"High","Lee L.","Freelance Senior Designer UTTR","UTTR","Revenue Operations Manager (Part-Time)","Indeed","https://www.indeed.com/viewjob?jk=50d7421d492d08fc","https://www.linkedin.com/sales/lead/ACwAAAQXYQYBw6Y0ReuYiJot_Jfyb1KgGX1Q9Pk"
"High","Sue Garrison","Senior Marketing Strategist OTTO Engineering, Inc.","OTTO Engineering","Director of Sales - Communications","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAKiLFcBRy1YDwsADPagTeMymTwSfc73i6c"
"High","Prashant Rai","Senior Software Engineer Chetu, Inc.","Chetu","Director of Sales LATAM","Glassdoor","https://www.glassdoor.com/Job/Go-To-Market-Manager-jobs-SRCH_KO0,20.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAktrLcBMbClmnBk2P9m8xcoSfQCCDrTjKM"
"High","Julie Tetrault","Senior Consultant Lantech Communications","Lantech Communications","Business Development Manager","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAB0jA8BnJfoQsYeFKd_IYQ11uL1e2funhY"
"High","Natalie Gregorian","Senior Operations Consultant Spyglass Ops","Spyglass Operations","Head of Operations","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABcp81gBFvj_SqKlhiUNmso8DLW1OlEQiaA"
"High","Maria Axl Rose Patacsil","Senior Graphic Designer THE QODE","The Qode","Head of Go-To-Market","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABWwtxkBNiJ3IJyNhW3pKjKOmIBbFcPpZDA"
"High","Piya Devnani","Senior Communications Executive THE QODE","The Qode","Head of Go-To-Market","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAACMcKPABYsR0mOC-VTTpjz_6JjPhwbE3JT0"
"High","Tejeswar Mohapatra","Senior Communications Executive THE QODE","The Qode","Head of Go-To-Market","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAADuiL-YBLG9AXbcNax6U1zczN5vxuxmxt9s"
"High","Lynne Chaput","Senior Manager, Learning & Development Motion Recruitment Partners LLC","Motion Recruitment Partners, LLC","GenAI Go to Market Strategy Lead","Dice","https://www.dice.com/jobs?q=GenAI%20Go%20to%20Market%20Strategy%20Lead&employer=Motion%20Recruitment%20Partners%2C%20LLC","https://www.linkedin.com/sales/lead/ACwAAB7me8ABr8mdYo9c3BTmhEeuEzYrGC2eNG4"
"High","Carlin Kozaka","Senior Systems Administrator Motion Recruitment Partners LLC","Motion Recruitment Partners, LLC","GenAI Go to Market Strategy Lead","Dice","https://www.dice.com/jobs?q=GenAI%20Go%20to%20Market%20Strategy%20Lead&employer=Motion%20Recruitment%20Partners%2C%20LLC","https://www.linkedin.com/sales/lead/ACwAAAtKLQQB9HHPWvBZA5KO9OYzz673glJvChA"
"High","Ramez A.","Senior Business Analyst - Project Manager Motion Recruitment Partners LLC","Motion Recruitment Partners, LLC","GenAI Go to Market Strategy Lead","Dice","https://www.dice.com/jobs?q=GenAI%20Go%20to%20Market%20Strategy%20Lead&employer=Motion%20Recruitment%20Partners%2C%20LLC","https://www.linkedin.com/sales/lead/ACwAABi9ugoB5u9A1uytCxeJOSDIZtFb2KJfdUw"
"High","Alec T.","Senior Account Executive Mercury","Mercury","Head of Growth Marketing","Dice","https://www.dice.com/jobs?q=Head%20of%20Growth%20Marketing&employer=Mercury","https://www.linkedin.com/sales/lead/ACwAACcRph8B06Au-625lxneagHve9HGESrzUs0"
"High","Travis Price","Senior Strategic Partnerships Mercury","Mercury","Head of Growth Marketing","Dice","https://www.dice.com/jobs?q=Head%20of%20Growth%20Marketing&employer=Mercury","https://www.linkedin.com/sales/lead/ACwAAA4btM0B7ibPrCC1WLh8O34cs-gXsZpawZ4"
"High","Sarb Rana","Senior Investigator Monzo","Monzo","Senior Product Marketing Manager","Dice","https://www.dice.com/jobs?q=Senior%20Product%20Marketing%20Manager&employer=Monzo","https://www.linkedin.com/sales/lead/ACwAAFwWKYgBpmwVNkooVcdZZEo6gOPFRUKCXq8"
"High","Jason Cox, MBA","Senior Manager IT Demand and Intake Kirkland & Ellis","Kirkland & Ellis LLP","Manager, IT Financial Operations","Dice","https://www.dice.com/jobs?q=Manager%2C%20IT%20Financial%20Operations&employer=Kirkland%20%26%20Ellis%20LLP","https://www.linkedin.com/sales/lead/ACwAAADi4hoBJHfVH3xZhnKLbYbqoKRmo6ksiWg"
"High","Paul Cross","Senior Regional Security Manager UK/EMEA Kirkland & Ellis","Kirkland & Ellis LLP","Manager, IT Financial Operations","Dice","https://www.dice.com/jobs?q=Manager%2C%20IT%20Financial%20Operations&employer=Kirkland%20%26%20Ellis%20LLP","https://www.linkedin.com/sales/lead/ACwAAAYzsboBlal0dQ1k7IvxfG6vr1ukh4mzbsA"
"High","Peter M.","Technical Program Manager Anthropic","Anthropic","Enterprise Account Executive, Federal Partners Sales","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388597024","https://www.linkedin.com/sales/lead/ACwAAAH2r1EBrAp41Yvte_o1PHJU23UAK2KT8vY"
"High","Nadia M.","Shopify Manager / Ecommerce Specialist Shopify","Shopify","Lead Marketer, Shop Lifecycle Marketing (Americas)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4385622568","https://www.linkedin.com/sales/lead/ACwAADgyCBwB2RPKu0k3ZDQw96jMDqTBquWP708"
"High","Kristen Davie","Operations Manager - Asia Pacific NPAworldwide","NPAworldwide","Territory Manager-Corsicana","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383401912","https://www.linkedin.com/sales/lead/ACwAAALq2e8BGzJd8aYxMAN-6v-JBvmwt1gf3f4"
"High","Kelsea Dodd","Manager Engagement, Retention, and Operations NPAworldwide","NPAworldwide","Territory Manager-Corsicana","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383401912","https://www.linkedin.com/sales/lead/ACwAAA1d_84BtKz_2hGTfGiezDfcH474ZmjCMoE"
"High","Marcia Bateman- Green","Member Services Manager NPAworldwide","NPAworldwide","Territory Manager-Corsicana","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383401912","https://www.linkedin.com/sales/lead/ACwAAADRtZsBhS7W6ZZV-e3fdthxQfWCCgCIwBE"
"High","Brendan Dugan","Field Marketing Manager Replit","Replit","GRC Lead (Governance, Risk, and Compliance)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4372149080","https://www.linkedin.com/sales/lead/ACwAABukiEgBQDNF4bp-TOceEcKDsluY9U4R50E"
